age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,nps_score,tx_count_30d,avg_tx_amount,failed_tx,support_tickets
24,F,?,Gold Membership,2016-04-05,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,14:37:11,83,657.68,25385.8,14.0,611.79,Yes,Yes,Yes,No Information Available,Too many ads,1,2,14,182.05,20,0
37,M,City,Platinum Membership,2015-10-31,?,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12:31:19,17,302.7,43013.28,20.0,751.98,Yes,Yes,Yes,Solved in Follow-up,Too many ads,0,3,57,665.69,12,6
59,F,Village,Basic Membership,2017-09-17,?,Without Offers,Desktop,Fiber_Optic,11:38:50,3,115.65,26264.69,25.0,523.09,No,Yes,No,Not Applicable,Poor Product Quality,1,5,56,998.9,12,4
14,F,City,Gold Membership,2017-06-24,?,Without Offers,Desktop,Wi-Fi,13:53:59,91,69.76,41715.23,18.0,788.23,No,Yes,No,Not Applicable,Poor Product Quality,0,6,48,231.05,47,2
19,F,City,Platinum Membership,2016-11-03,?,Without Offers,Smartphone,Wi-Fi,11:21:28,31,34.34,94933.81,5.0,807.44,Yes,No,Yes,Solved,Quality Customer Care,0,5,65,419.15,9,3
64,F,?,Silver Membership,2017-08-03,Yes,Credit/Debit Card Offers,Both,Mobile_Data,18:51:11,333,363.07,10766.46,15.0,649.5,Yes,No,No,Not Applicable,No reason specified,1,2,69,700.63,33,8
33,F,City,Silver Membership,2016-04-21,Yes,Credit/Debit Card Offers,Both,Mobile_Data,03:42:03,104,909.47,44103.9,10.0,750.99,Yes,Yes,No,Not Applicable,Poor Customer Service,0,3,38,133.34,32,7
16,F,Town,Gold Membership,2017-03-26,Yes,Gift Vouchers/Coupons,?,Fiber_Optic,19:23:34,81,70.32,21581.8,19.0,697.25,No,Yes,No,Not Applicable,Poor Customer Service,1,5,10,367.93,31,8
59,F,City,Silver Membership,2016-12-28,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:52:30,248,31.52,45954.2,15.98,726.64,Yes,No,Yes,Solved,Poor Customer Service,0,2,22,785.17,38,2
64,F,Village,Platinum Membership,2016-04-15,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,02:06:45,136,50.97,49055.65,25.0,790.16,Yes,No,Yes,Solved in Follow-up,Poor Website,0,6,39,234.93,15,1
28,F,Village,Basic Membership,2016-11-25,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,22:52:37,295,679.26,32375.21,23.0,686.88,Yes,No,No,Not Applicable,No reason specified,1,3,52,589.29,10,3
26,M,Town,Silver Membership,2017-08-14,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,01:22:44,273,153.14,36914.51,18.0,769.25,No,Yes,No,Not Applicable,Too many ads,0,9,68,470.08,34,1
22,F,City,Gold Membership,2017-03-11,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,03:46:53,171,73.4,33307.54,7.0,722.24,No,Yes,No,Not Applicable,User Friendly Website,0,9,25,780.07,25,1
48,F,Town,Platinum Membership,2017-11-20,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:51:11,323,606.7,95775.99,2.0,750.07,Yes,Yes,Yes,No Information Available,Quality Customer Care,0,1,52,14.95,19,5
25,F,Town,No Membership,2015-10-19,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19:32:26,99,180.45,12486.62,15.0,866.1366568,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,2,92,451.59,18,1
62,M,?,Silver Membership,2015-05-29,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,01:00:18,62,47.16,66996.62,18.0,739.92,No,Yes,Yes,Solved,Reasonable Price,0,5,1,933.45,15,3
47,M,Village,No Membership,2015-10-31,No,Credit/Debit Card Offers,Desktop,Wi-Fi,07:56:54,55,317.52,39592.95,15.98,710.3,No,Yes,Yes,Unsolved,Poor Website,1,2,97,568.97,13,5
59,M,City,No Membership,2017-02-02,No,Without Offers,Desktop,Wi-Fi,13:42:49,324,399.61,8058.06,11.0,573.32,Yes,No,No,Not Applicable,Poor Website,1,7,40,194.68,12,4
10,M,City,Platinum Membership,2017-11-12,?,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:17:46,277,202.32,14607.11,15.98,842.36,Yes,No,No,Not Applicable,User Friendly Website,0,8,79,27.2,44,1
56,M,Village,Basic Membership,2015-09-08,Yes,Without Offers,Smartphone,Mobile_Data,21:24:16,165,81.51,48761.34,15.0,539.76,No,Yes,No,Not Applicable,Poor Website,1,4,94,722.94,21,1
29,M,City,Gold Membership,2015-08-29,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:02:49,155,217.16,2285.01,28.0,775.51,Yes,No,Yes,Unsolved,No reason specified,0,7,32,609.16,6,0
19,F,Village,Basic Membership,2016-05-24,No,Credit/Debit Card Offers,?,Mobile_Data,17:45:40,328,321.88,15266.25,27.0,505.79,Yes,No,Yes,Solved in Follow-up,No reason specified,1,7,4,874.56,42,3
16,M,?,Platinum Membership,2017-12-24,?,Gift Vouchers/Coupons,Smartphone,Mobile_Data,21:51:56,11,246.38,2053.86,8.0,805.52,Yes,Yes,Yes,Solved in Follow-up,Reasonable Price,0,1,98,176.39,38,1
36,M,City,No Membership,2015-01-05,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14:15:26,38,155.97,28181.45,23.0,31.1221994,Yes,No,Yes,No Information Available,Poor Customer Service,1,3,46,176.79,29,1
29,M,Town,Basic Membership,2016-10-13,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,09:44:50,201,214.11,48036.32,11.0,512.55,Yes,No,Yes,Unsolved,Too many ads,1,3,21,886.43,10,4
41,F,City,Gold Membership,2015-07-14,?,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:22:09,325,161.62,33057.23,13.0,711.41,Yes,No,No,Not Applicable,No reason specified,1,6,88,361.26,26,9
12,M,Village,Basic Membership,2015-03-30,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,02:56:47,199,49.2,42317.72,9.0,625.23,Yes,No,No,Not Applicable,Too many ads,1,6,22,270.36,4,8
62,M,City,Platinum Membership,2017-05-14,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,08:38:01,24,1459.92,20345.19,8.0,686.88,Yes,Yes,Yes,Solved,Poor Product Quality,0,8,66,392.41,27,4
24,F,City,Platinum Membership,2016-12-09,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,07:33:22,326,657.7,80915.31,11.0,744.3,Yes,Yes,No,Not Applicable,Quality Customer Care,0,2,43,157.22,9,9
12,M,City,Platinum Membership,2017-01-03,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,05:25:20,95,104.4,69985.72,19.0,753.66,No,Yes,Yes,Solved,Products always in Stock,0,3,9,723.38,41,5
41,M,Town,Basic Membership,2016-11-12,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16:11:47,200,45.7,31976.51,18.0,535.9,No,Yes,No,Not Applicable,Poor Product Quality,1,1,67,54.87,40,7
11,F,?,Platinum Membership,2016-05-08,?,Without Offers,?,Mobile_Data,08:45:57,347,137.85,39034.65,6.0,401.4367301,No,Yes,No,Not Applicable,No reason specified,0,0,97,634.88,2,3
30,F,City,Premium Membership,2016-02-13,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,07:46:46,269,233.48,37557.83,32.42,707.06,No,Yes,Yes,Unsolved,Poor Customer Service,0,9,92,224.31,11,9
54,M,City,Premium Membership,2017-05-23,?,Credit/Debit Card Offers,Desktop,Fiber_Optic,09:18:51,101,33.68,81658.44,5.0,377.0162864,No,Yes,No,Not Applicable,Reasonable Price,0,8,28,114.75,45,8
19,F,City,Gold Membership,2017-01-26,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:12:56,251,416.43,26149.75,6.0,789.46,No,Yes,No,Not Applicable,Products always in Stock,0,4,36,655.72,45,5
55,F,City,Basic Membership,2016-11-11,Yes,Without Offers,Both,Fiber_Optic,02:06:57,171,880.0,15447.98,9.0,561.94,Yes,Yes,No,Not Applicable,Poor Product Quality,1,8,91,181.51,23,9
35,F,City,Silver Membership,2016-04-01,No,Without Offers,?,Fiber_Optic,12:49:12,171,281.91,3630.17,24.0,786.03,Yes,Yes,No,Not Applicable,Poor Product Quality,0,7,91,741.56,20,4
10,F,Village,Gold Membership,2017-02-04,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13:17:01,305,59.49,37601.55,6.0,766.48,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0,0,94,331.29,20,8
31,F,City,Platinum Membership,2017-02-22,No,Without Offers,Smartphone,Fiber_Optic,12:27:40,318,423.9,31765.08,19.0,824.25,Yes,No,No,Not Applicable,User Friendly Website,0,6,56,289.27,23,4
12,F,Village,Platinum Membership,2017-02-20,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,06:52:04,91,-998.9520514,36976.45,22.0,748.34,Yes,No,No,Not Applicable,No reason specified,0,0,6,193.89,25,8
46,F,City,Silver Membership,2017-08-02,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,22:18:05,300,34.72,32811.17,26.0,746.06,Yes,No,No,Not Applicable,Too many ads,0,5,78,417.49,25,3
21,M,City,Platinum Membership,2015-03-21,?,Gift Vouchers/Coupons,Both,Wi-Fi,17:33:06,65,53.13,18519.18,5.0,750.47,Yes,Yes,No,Not Applicable,No reason specified,0,9,79,808.52,38,8
45,M,Village,Premium Membership,2016-04-10,No,Without Offers,Smartphone,Fiber_Optic,23:24:16,90,33.79,39529.69,13.0,798.51,Yes,No,No,Not Applicable,No reason specified,0,5,80,925.17,2,5
46,F,City,Gold Membership,2016-01-06,No,Gift Vouchers/Coupons,?,Wi-Fi,01:03:00,237,252.48,20793.12,22.0,295.6274238,Yes,No,Yes,Solved in Follow-up,Too many ads,0,6,39,329.43,13,0
36,F,?,Silver Membership,2017-11-19,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,04:31:29,300,30.66,33130.29,22.0,686.88,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,4,58,693.19,4,0
54,M,City,Platinum Membership,2016-11-15,Yes,Without Offers,Smartphone,Wi-Fi,14:03:16,12,39.49,7822.5,11.0,716.16,No,Yes,No,Not Applicable,Poor Website,0,8,49,298.29,23,2
61,F,?,Silver Membership,2015-11-06,No,Credit/Debit Card Offers,?,Mobile_Data,08:25:28,357,216.08,9308.42,23.0,711.1,Yes,No,Yes,Solved,Poor Product Quality,0,9,21,301.11,0,5
40,F,Town,Platinum Membership,2015-04-05,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22:51:18,235,1180.051908,54814.0,11.0,686.88,Yes,No,Yes,Solved in Follow-up,Reasonable Price,0,9,59,890.26,48,6
32,M,City,Gold Membership,2016-11-11,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15:43:19,180,32.81,20975.82,14.0,729.09,No,Yes,No,Not Applicable,Poor Customer Service,0,0,26,634.35,23,1
63,M,?,Platinum Membership,2017-10-09,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:05:29,67,1314.43,41205.36,8.0,686.88,No,Yes,Yes,No Information Available,Too many ads,0,2,29,98.81,17,0
55,F,Village,Silver Membership,2017-02-07,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,08:21:57,91,-1061.978733,8274.32,23.0,457.0178184,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0,2,44,726.21,9,2
45,M,Village,Basic Membership,2016-03-31,?,Without Offers,Smartphone,Mobile_Data,18:10:07,203,536.17,23174.41,14.0,673.51,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,8,93,745.07,22,7
46,M,City,Premium Membership,2016-06-30,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,01:41:22,185,212.79,41753.69,17.0,797.13,Yes,No,No,Not Applicable,User Friendly Website,0,8,76,752.52,4,7
37,F,City,No Membership,2016-09-19,?,Without Offers,Desktop,Wi-Fi,01:17:11,193,269.81,9269.2,19.0,591.94,Yes,No,Yes,Unsolved,Poor Customer Service,1,6,11,632.17,6,9
33,F,Town,Gold Membership,2016-10-11,Yes,Credit/Debit Card Offers,?,Fiber_Optic,20:48:58,251,421.25,1283.85,10.0,643.75,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,9,57,432.93,45,6
12,F,?,Platinum Membership,2016-04-29,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,18:26:40,313,55.1,42306.42,17.0,1112.742806,No,Yes,No,Not Applicable,No reason specified,0,3,48,461.52,15,0
29,F,?,Premium Membership,2017-01-21,No,Gift Vouchers/Coupons,?,Wi-Fi,21:53:47,144,1455.461759,65263.62,16.0,429.5540725,Yes,Yes,Yes,No Information Available,User Friendly Website,0,5,95,686.77,35,4
28,M,City,No Membership,2015-05-19,No,Credit/Debit Card Offers,Desktop,Wi-Fi,17:11:17,239,31.03,24954.93,8.0,588.55,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,8,31,495.4,12,3
60,F,Town,Basic Membership,2015-12-31,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17:42:59,13,156.17,30670.11,16.0,568.34,No,Yes,No,Not Applicable,Too many ads,1,3,22,214.82,15,5
56,F,?,No Membership,2016-06-21,Yes,Without Offers,Smartphone,Fiber_Optic,23:00:44,284,158.95,1460.61,12.0,636.77,Yes,No,No,Not Applicable,Poor Website,1,5,98,929.33,16,3
37,F,Town,Gold Membership,2015-02-24,No,Without Offers,?,Mobile_Data,13:47:38,124,275.57,36800.43,13.0,291.3732946,Yes,No,No,Not Applicable,Reasonable Price,0,9,46,122.36,46,6
58,M,Town,Premium Membership,2017-11-23,No,Without Offers,Desktop,Fiber_Optic,08:46:37,123,122.7,34795.92,13.0,769.03,Yes,No,No,Not Applicable,Poor Website,0,9,25,46.13,6,9
25,M,Village,Gold Membership,2015-02-06,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,12:40:32,151,214.65,82591.46,14.0,757.23,Yes,No,Yes,Unsolved,Products always in Stock,0,7,83,935.21,22,2
19,M,City,Basic Membership,2015-05-08,Yes,Without Offers,Desktop,Fiber_Optic,22:10:16,92,34.93,2493.25,22.0,686.88,No,Yes,No,Not Applicable,Poor Product Quality,1,2,94,676.76,30,6
45,M,City,Basic Membership,2016-03-21,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,11:57:03,17,57.43,9976.64,20.0,1039.575712,Yes,No,Yes,Solved,Poor Customer Service,1,6,82,761.38,5,4
63,F,Village,No Membership,2016-05-21,?,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17:43:42,31,397.05,45805.89,5.0,632.56,Yes,No,No,Not Applicable,Poor Customer Service,1,3,58,114.01,44,3
20,F,Town,Basic Membership,2015-10-26,?,Without Offers,Desktop,Mobile_Data,04:14:50,347,923.8838673,15364.32,15.0,615.55,Yes,No,Yes,Solved in Follow-up,No reason specified,1,9,83,225.98,17,2
19,F,City,Platinum Membership,2016-02-27,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,20:15:59,294,30.43,25760.6,24.0,781.41,Yes,No,Yes,Solved,Poor Product Quality,0,2,53,527.44,14,2
50,M,City,Premium Membership,2016-09-16,No,Credit/Debit Card Offers,Desktop,Mobile_Data,16:04:41,108,31.57,34680.55,25.0,703.88,No,Yes,No,Not Applicable,No reason specified,0,7,33,303.88,35,6
31,M,?,Basic Membership,2015-07-17,No,Without Offers,Smartphone,Mobile_Data,03:48:27,357,429.56,31845.43,8.0,645.01,Yes,No,No,Not Applicable,Poor Product Quality,1,6,46,564.56,43,1
38,F,City,Gold Membership,2016-09-25,No,Without Offers,Desktop,Wi-Fi,09:06:27,241,151.79,28503.85,11.0,744.78,No,Yes,Yes,Solved,Poor Website,0,1,7,53.84,46,9
40,M,?,Premium Membership,2017-10-08,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,11:10:54,75,600.56,22154.17,26.0,740.86,No,Yes,Yes,Solved in Follow-up,No reason specified,0,1,27,307.39,38,3
29,M,City,Basic Membership,2017-03-25,Yes,Without Offers,Smartphone,Mobile_Data,09:19:23,340,111.58,41779.75,21.0,686.88,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,4,10,528.72,7,4
58,M,City,Silver Membership,2017-08-18,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13:24:30,333,34.25,40277.98,10.0,632.55,Yes,No,No,Not Applicable,Poor Customer Service,1,5,64,36.32,5,2
57,M,Village,Gold Membership,2017-10-04,No,Without Offers,Both,Fiber_Optic,22:27:32,114,300.58,10697.23,17.0,625.92,No,Yes,No,Not Applicable,Poor Product Quality,1,1,49,651.58,47,2
22,M,Town,No Membership,2017-03-15,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:12:49,244,212.21,30194.54,10.0,686.88,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,0,60,283.1,1,1
40,M,City,Silver Membership,2017-10-10,No,Without Offers,?,Fiber_Optic,00:41:50,173,31.95,89449.4,10.0,1029.317035,Yes,No,No,Not Applicable,User Friendly Website,0,7,93,854.12,44,6
55,F,Town,Gold Membership,2017-02-10,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,03:17:11,211,316.19,45142.23,13.0,749.86,Yes,Yes,Yes,Solved in Follow-up,Reasonable Price,0,5,98,13.1,1,5
36,F,Town,Silver Membership,2017-01-10,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,00:13:52,279,30.42,46416.37,10.0,732.92,Yes,No,Yes,Solved,Too many ads,0,2,5,126.62,22,9
31,F,Village,Gold Membership,2017-10-15,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:07:17,255,356.58,78564.48,13.0,771.82,Yes,Yes,No,Not Applicable,Quality Customer Care,0,4,14,737.99,4,9
19,M,Town,Platinum Membership,2016-06-04,No,Credit/Debit Card Offers,Desktop,Mobile_Data,07:44:37,61,140.56,40063.57,19.0,218.017862,Yes,No,No,Not Applicable,No reason specified,0,4,21,573.1,5,4
21,F,Village,Silver Membership,2017-11-11,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,05:59:26,239,33.16,79632.6,-11.52,745.13,Yes,No,No,Not Applicable,User Friendly Website,0,6,83,351.36,27,5
10,M,Town,Basic Membership,2015-01-26,?,Without Offers,Desktop,Mobile_Data,21:10:41,292,68.25,14333.29,25.0,501.03,No,Yes,No,Not Applicable,Poor Website,1,1,30,998.21,21,8
15,F,?,Basic Membership,2017-12-08,No,Without Offers,Smartphone,Wi-Fi,00:16:47,199,30.84,35869.4,10.0,580.86,Yes,No,Yes,Solved,Too many ads,1,7,43,279.4,48,7
17,F,City,Basic Membership,2015-11-23,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:50:39,111,230.98,7969.78,22.0,686.88,Yes,Yes,No,Not Applicable,Poor Product Quality,1,8,76,128.77,43,7
14,M,Town,Platinum Membership,2016-05-03,No,Gift Vouchers/Coupons,Both,Fiber_Optic,21:26:13,117,354.14,41059.17,15.0,788.7,No,Yes,Yes,Unsolved,Quality Customer Care,0,8,27,723.98,45,4
23,F,Town,Basic Membership,2015-06-21,Yes,Without Offers,Smartphone,Wi-Fi,09:55:59,258,34.94,23219.18,20.0,642.41,Yes,No,Yes,Solved in Follow-up,Too many ads,1,6,10,803.11,21,4
51,M,Town,Silver Membership,2015-01-07,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,12:00:04,17,161.11,11365.51,15.98,684.86,No,Yes,No,Not Applicable,No reason specified,1,2,25,979.45,18,6
40,M,Village,Premium Membership,2016-09-13,Yes,Without Offers,Desktop,Wi-Fi,09:31:48,55,512.46,37322.76,-7.38,782.56,No,Yes,Yes,No Information Available,Poor Product Quality,0,6,62,856.7,44,8
35,F,Village,No Membership,2016-12-29,?,Credit/Debit Card Offers,Smartphone,Fiber_Optic,07:58:35,97,321.69,7430.55,29.0,527.07,Yes,Yes,No,Not Applicable,No reason specified,1,7,71,177.81,7,9
63,F,Town,Gold Membership,2016-11-10,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12:04:45,326,167.27,25811.79,7.0,719.32,Yes,No,Yes,No Information Available,Poor Product Quality,0,4,38,971.05,7,7
13,M,Town,Basic Membership,2017-06-11,Yes,Gift Vouchers/Coupons,?,Mobile_Data,00:12:56,345,227.68,41350.38,21.0,923.715969,No,Yes,No,Not Applicable,No reason specified,1,6,93,881.39,26,2
49,M,City,Silver Membership,2017-08-13,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,00:20:15,289,81.33,38340.32,13.0,686.88,Yes,No,No,Not Applicable,No reason specified,0,7,44,337.67,42,5
27,F,Village,Silver Membership,2016-11-11,Yes,Credit/Debit Card Offers,?,Mobile_Data,16:34:29,268,54.24,18053.75,28.0,698.34,Yes,No,No,Not Applicable,Poor Website,1,5,41,245.88,7,0
45,F,Town,No Membership,2016-01-28,Yes,Without Offers,Smartphone,Fiber_Optic,11:50:11,311,182.19,11470.9,23.0,598.62,No,Yes,Yes,Solved in Follow-up,Poor Website,1,4,87,692.25,18,4
40,M,City,Silver Membership,2016-08-19,No,Without Offers,Smartphone,Mobile_Data,12:50:21,46,114.85,1557.72,22.0,671.21,No,Yes,Yes,Solved,Too many ads,1,9,82,198.48,39,6
44,F,Town,Silver Membership,2015-03-16,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:52:17,121,359.73,2755.61,8.0,749.53,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,9,38,285.67,32,4
39,F,City,Gold Membership,2017-06-23,?,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19:45:39,206,253.6,35544.68,20.0,1065.027042,Yes,No,Yes,No Information Available,Too many ads,0,1,33,797.55,38,4
45,M,City,Basic Membership,2015-09-05,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,07:54:07,240,36.97,38967.82,15.98,1205.866567,No,Yes,No,Not Applicable,Poor Customer Service,1,1,2,566.15,48,4
12,M,City,Basic Membership,2017-05-03,Yes,Without Offers,Smartphone,Fiber_Optic,13:20:50,229,116.42,6977.37,16.0,687.13,Yes,No,Yes,Solved in Follow-up,Too many ads,1,6,57,41.15,7,8
21,M,Town,Platinum Membership,2017-02-05,Yes,Without Offers,Smartphone,Fiber_Optic,01:32:49,67,566.34,38034.43,11.0,794.13,Yes,No,No,Not Applicable,Too many ads,0,9,57,100.13,44,2
37,F,Village,Gold Membership,2017-07-22,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19:59:46,53,440.7,53193.98,10.0,797.69,Yes,No,No,Not Applicable,User Friendly Website,0,0,79,705.98,38,8
27,F,Town,Gold Membership,2016-07-18,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,07:10:42,94,-650.2834635,3847.56,18.0,762.41,Yes,No,No,Not Applicable,User Friendly Website,0,4,69,35.48,44,6
33,F,Town,Platinum Membership,2015-03-20,No,Without Offers,Desktop,Wi-Fi,02:16:13,364,320.28,14155.74,8.0,734.79,No,Yes,Yes,No Information Available,Too many ads,0,8,90,342.52,28,8
18,M,City,Silver Membership,2016-12-25,No,Without Offers,Desktop,Wi-Fi,04:06:03,0,-598.8383052,31274.61,24.0,721.64,No,Yes,Yes,Solved,Poor Customer Service,0,1,81,918.48,1,9
30,M,Town,Gold Membership,2015-08-06,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:39:04,194,44.22,52163.25,3.0,779.41,Yes,No,No,Not Applicable,User Friendly Website,0,1,73,160.16,3,7
62,F,City,Gold Membership,2016-04-15,No,Without Offers,Desktop,Mobile_Data,18:45:19,91,125.26,43468.25,9.0,841.54,Yes,No,Yes,No Information Available,Quality Customer Care,0,0,82,573.36,29,3
54,F,Town,Premium Membership,2016-04-17,No,Without Offers,Desktop,Wi-Fi,17:30:09,337,321.37,42459.31,16.0,373.874386,Yes,No,Yes,Solved,Reasonable Price,0,0,9,567.67,11,8
19,M,?,Basic Membership,2017-02-21,?,Without Offers,Desktop,Wi-Fi,09:21:27,29,111.44,31044.71,19.0,593.8,No,Yes,Yes,Unsolved,Too many ads,1,7,60,733.95,6,5
36,M,City,No Membership,2017-08-16,?,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10:45:26,210,104.16,45376.12,17.0,683.2,Yes,No,No,Not Applicable,No reason specified,1,4,50,941.99,32,1
48,M,Village,No Membership,2016-07-29,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,06:09:29,104,389.19,40458.27,26.0,660.44,Yes,Yes,Yes,Solved,Poor Product Quality,1,6,89,659.8,48,6
28,M,City,Gold Membership,2015-12-01,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:32:51,209,92.24,96078.33,17.0,790.24,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0,8,30,848.53,3,7
49,M,Town,No Membership,2017-02-19,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:22:50,269,42.28,30766.12,6.0,513.5,Yes,No,Yes,Solved,Too many ads,1,7,63,660.69,34,5
40,M,?,Basic Membership,2015-03-06,?,Without Offers,Desktop,Wi-Fi,21:34:58,122,30.65,46034.49,29.0,713.29,No,Yes,Yes,Solved,Poor Website,1,9,21,244.14,37,1
30,M,City,Basic Membership,2015-12-21,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,00:03:41,173,693.81,23028.15,25.0,513.3,No,Yes,No,Not Applicable,Poor Product Quality,1,1,12,509.8,43,2
53,F,Village,No Membership,2015-03-08,No,Credit/Debit Card Offers,Both,Mobile_Data,16:28:05,66,350.86,13534.8,28.0,532.6,Yes,Yes,No,Not Applicable,Poor Customer Service,1,4,5,877.74,39,6
38,M,Town,Silver Membership,2017-03-29,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21:54:01,115,200.53,10247.22,27.0,702.38,No,Yes,No,Not Applicable,Poor Website,1,4,63,547.21,13,1
14,F,?,No Membership,2015-08-22,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,06:27:33,19,33.28,21585.41,23.0,509.43,No,Yes,No,Not Applicable,Poor Website,1,8,80,73.02,1,2
60,F,?,Premium Membership,2015-03-30,Yes,Without Offers,Smartphone,Fiber_Optic,18:04:57,268,174.17,38559.0,15.98,708.1,Yes,No,Yes,Solved,Too many ads,0,4,28,363.87,45,4
